# 函戈五笔 拼音码表
# 格式：拼音	汉字	权重
# 来源：rime-pinyin-simp + rime-luna-pinyin
# 条目数：119004
liaodongzhuaxi	撩東撾西	2555
liaoduan	了斷	2555
liaoduo	料度	2555
liaofengchizhe	撩蜂喫螫	2555
liaoguoshou	撂過手	2555
liaohua	了話	2555
liaohua	蓼花	2555
liaohuang	撂荒	2555
liaojiangpao	潦漿泡	2555
liaojiao	撂跤	2555
liaojie	了結	2555
liaojieqingkuang	了解情況	2555
liaoju	了局	2555
liaojue	了決	2555
liaokai	撂開	2555
liaokaishou	撂開手	2555
liaoke	蓼科	2555
liaolan	蓼藍	2555
liaole	撂了	2555
liaoli	嘹唳	2555
liaoli	寥戾	2555
liaoli	飂戾	2555
liaoliang	了亮	2555
liaoliao	了了	2555
liaoliao	飂飂	2555
liaoliaocaocao	潦潦草草	2555
liaolie	了劣	2555
liaoluan	潦亂	2555
liaoluo	了落	2555
liaona	了納	2555
liaopao	潦泡	2555
liaopi	撂皮	2555
liaoqi	了訖	2555
liaoqing	了清	2555
liaoque	了卻	2555
liaoranbuhuo	了然不惑	2555
liaoshendaming	了身達命	2555
liaoshi	了事	2555
liaoshihuan	了事環	2555
liaoshou	了手	2555
liaoshou	了收	2555
liaoshou	撂手	2555
liaotiaozi	撂挑子	2555
liaowu	了悟	2555
liaowu	了無	2555
liaowuguaai	了無掛礙	2555
liaowuguaai	了無罣礙	2555
liaowuhenji	了無痕跡	2555
liaowuqiangua	了無牽掛	2555
liaowushengji	了無生機	2555
liaowushengqu	了無生趣	2555
liaowuxinyi	了無新意	2555
liaowuzhangjin	了無長進	2555
liaoxia	撂下	2555
liaoxialianlai	撂下臉來	2555
liaoxiao	蓼蕭	2555
liaoyiseze	聊以塞責	2555
liaoyu	了語	2555
liaoyuan	了願	2555
liaozhai	了債	2555
liaozhang	了帳	2555
liaozhang	了賬	2555
liaren	倆人	2555
libanengongheguo	黎巴嫩共和國	2555
libengyuehuai	禮崩樂壞	2555
libian	歷遍	2555
libicanban	利弊參半	2555
libocaishu	力薄才疏	2555
liboyang	李伯陽	2555
libuliao	離不了	2555
lichangchun	李長春	2555
lichanghao	李昌鎬	2555
lichao	歷朝	2555
liche	離轍	2555
lichidixian	立喫地陷	2555
lichu	力畜	2555
lidanpigan	瀝膽披肝	2555
lidi	犁地	2555
lidi	立地	2555
lidi	離地	2555
lidichengfo	立地成佛	2555
lidijingang	立地金剛	2555
liding	釐定	2555
liding	釐訂	2555
lidishuchu	立地書廚	2555
lidong	黎峒	2555
lidu	麗都	2555
lidunxingmian	立盹行眠	2555
lie	㤠	2555
lie	㤡	2555
lie	㧜	2555
lie	㬯	2555
lie	㭞	2555
lie	㭩	2555
lie	㯿	2555
lie	㲱	2555
lie	㸹	2555
lie	㼲	2555
lie	㽟	2555
lie	䁽	2555
lie	䃳	2555
lie	䅀	2555
lie	䉭	2555
lie	䋑	2555
lie	䜲	2555
lie	䝓	2555
lie	䟩	2555
lie	䟹	2555
lie	䪉	2555
lie	䬅	2555
lie	䴕	2555
lie	劽	2555
lie	唳	2555
lie	巁	2555
lie	巤	2555
lie	忚	2555
lie	戾	2555
lie	挒	2555
lie	挘	2555
lie	浖	2555
lie	烮	2555
lie	煭	2555
lie	爄	2555
lie	聗	2555
lie	脟	2555
lie	蛶	2555
lie	邋	2555
lie	鬛	2555
lie	鱲	2555
lie	𠛱	2555
lie	𠠗	2555
lie	𠷈	2555
lie	𡁓	2555
lie	𡂏	2555
lie	𡂩	2555
lie	𡊻	2555
lie	𡏵	2555
lie	𡒏	2555
lie	𡓍	2555
lie	𡭣	2555
lie	𡿩	2555
lie	𢣓	2555
lie	𣁷	2555
lie	𣁻	2555
lie	𣋲	2555
lie	𣖊	2555
lie	𣝚	2555
lie	𣰌	2555
lie	𤁯	2555
lie	𤐱	2555
lie	𤓿	2555
lie	𤖺	2555
lie	𤜓	2555
lie	𤞊	2555
lie	𤡕	2555
lie	𤢪	2555
lie	𤱃	2555
lie	𤱛	2555
lie	𥪂	2555
lie	𥬭	2555
lie	𥲁	2555
lie	𥶢	2555
lie	𥷨	2555
lie	𥸸	2555
lie	𦅶	2555
lie	𦓓	2555
lie	𦓤	2555
lie	𦖩	2555
lie	𦾳	2555
lie	𧀨	2555
lie	𧓐	2555
lie	𧞕	2555
lie	𧞪	2555
lie	𧭌	2555
lie	𧭞	2555
lie	𧰠	2555
lie	𨆍	2555
lie	𨕜	2555
lie	𨤤	2555
lie	𩆣	2555
lie	𩙑	2555
lie	𩢾	2555
lie	𩧆	2555
lie	𩧮	2555
lie	𩨐	2555
lie	𩭌	2555
lie	𩼭	2555
liechangguoxi	裂裳裹膝	2555
liechangguozu	裂裳裹足	2555
liechezhang	列車長	2555
liedi	裂地	2555
liedingchongyin	列鼎重裀	2555
liehuoganchai	烈火乾柴	2555
liejiao	劣角	2555
liejizhaozhu	劣跡昭著	2555
liejue	獵較	2555
lielie	邋邋	2555
lieliejuju	趔趔趄趄	2555
lielieqieqie	趔趔趄趄	2555
lienvzhuan	列女傳	2555
lienvzhuan	烈女傳	2555
liepianshengzhi	裂片生殖	2555
liexi	裂隙	2555
liexing	劣行	2555
liexiu	列宿	2555
liezhijun	裂殖菌	2555
liezhuan	列傳	2555
liezijuechi	裂眥嚼齒	2555
lifantongshi	理番通事	2555
lifeiyuebeng	禮廢樂崩	2555
ligai	釐改	2555
lige	釐革	2555
ligui	欐佹	2555
lihan	里閈	2555
lihuaiyuebeng	禮壞樂崩	2555
lihuaiyueque	禮壞樂缺	2555
lihunlv	離婚率	2555
lijiaweiwo	梨頰微渦	2555
lijihouzhong	裏急後重	2555
likoujieji	利口捷給	2555
likui	李悝	2555
lile	利樂	2555
lilebao	利樂包	2555
lilediangang	離了靛缸	2555
lilou	離婁	2555
lilouzhiming	離婁之明	2555
lilvzhengce	利率政策	2555
limi	釐米	2555
limilangli	粒米狼戾	2555
lin	㐭	2555
lin	㔂	2555
lin	㖁	2555
lin	㝝	2555
lin	㡘	2555
lin	㨆	2555
lin	㷠	2555
lin	䉮	2555
lin	䕲	2555
lin	䗲	2555
lin	䚏	2555
lin	䚬	2555
lin	䢯	2555
lin	䫐	2555
lin	䫰	2555
lin	䮼	2555
lin	冧	2555
lin	厸	2555
lin	吅	2555
lin	崊	2555
lin	恡	2555
lin	撛	2555
lin	斴	2555
lin	晽	2555
lin	枾	2555
lin	榃	2555
lin	澟	2555
lin	瀶	2555
lin	獜	2555
lin	玪	2555
lin	痳	2555
lin	癛	2555
lin	癝	2555
lin	禀	2555
lin	稟	2555
lin	粦	2555
lin	綝	2555
lin	罧	2555
lin	轥	2555
lin	魿	2555
lin	麐	2555
lin	𠐼	2555
lin	𠓮	2555
lin	𡃦	2555
lin	𡬜	2555
lin	𡰚	2555
lin	𡳞	2555
lin	𡶱	2555
lin	𡹇	2555
lin	𡻫	2555
lin	𡿠	2555
lin	𣇰	2555
lin	𤂶	2555
lin	𤌎	2555
lin	𤎭	2555
lin	𤗷	2555
lin	𥓆	2555
lin	𥳞	2555
lin	𥶒	2555
lin	𥷖	2555
lin	𥻋	2555
lin	𥼭	2555
lin	𦺸	2555
lin	𧃮	2555
lin	𧖔	2555
lin	𧲂	2555
lin	𧵧	2555
lin	𧶆	2555
lin	𧹩	2555
lin	𨏨	2555
lin	𨸻	2555
lin	𩞻	2555
lin	𩣖	2555
lin	𩱬	2555
lin	𩴠	2555
lin	𩻜	2555
linbaye	淋巴液	2555
linbo	林薄	2555
linbu	林逋	2555
linchao	臨朝	2555
linfang	賃房	2555
linfengyaoye	臨風搖曳	2555
linfengyaoyi	臨風搖曳	2555
ling	㖫	2555
ling	㡵	2555
ling	㥄	2555
ling	㦭	2555
ling	㪮	2555
ling	㬡	2555
ling	㯪	2555
ling	㱥	2555
ling	㲆	2555
ling	㸳	2555
ling	㻏	2555
ling	㾉	2555
ling	䄥	2555
ling	䈊	2555
ling	䉁	2555
ling	䉖	2555
ling	䉹	2555
ling	䌢	2555
ling	䍅	2555
ling	䔖	2555
ling	䕘	2555
ling	䖅	2555
ling	䙥	2555
ling	䚖	2555
ling	䠲	2555
ling	䡼	2555
ling	䡿	2555
ling	䧙	2555
ling	䨩	2555
ling	䮚	2555
ling	䯍	2555
ling	䰱	2555
ling	䴇	2555
ling	䴒	2555
ling	䴫	2555
ling	仱	2555
ling	刢	2555
ling	呬	2555
ling	堎	2555
ling	孁	2555
ling	怜	2555
ling	拎	2555
ling	掕	2555
ling	旍	2555
ling	瀮	2555
ling	燯	2555
ling	睖	2555
ling	祾	2555
ling	秢	2555
ling	稷	2555
ling	竛	2555
ling	紷	2555
ling	耹	2555
ling	蓤	2555
ling	衑	2555
ling	袊	2555
ling	跉	2555
ling	閝	2555
ling	阾	2555
ling	霗	2555
ling	霛	2555
ling	魿	2555
ling	鹷	2555
ling	麢	2555
ling	龗	2555
ling	𠄖	2555
ling	𠏡	2555
ling	𠟨	2555
ling	𠠢	2555
ling	𠡭	2555
ling	𠱠	2555
ling	𠻠	2555
ling	𠻱	2555
ling	𠾥	2555
ling	𡈍	2555
ling	𡕮	2555
ling	𡿡	2555
ling	𢌔	2555
ling	𢔁	2555
ling	𢩗	2555
ling	𢹝	2555
ling	𢺰	2555
ling	𣌟	2555
ling	𣣋	2555
ling	𣬹	2555
ling	𤃩	2555
ling	𤖦	2555
ling	𤜙	2555
ling	𤣘	2555
ling	𤧘	2555
ling	𤨻	2555
ling	𤫩	2555
ling	𤫲	2555
ling	𤷖	2555
ling	𤿅	2555
ling	𥌼	2555
ling	𥤜	2555
ling	𥤞	2555
ling	𥥋	2555
ling	𥩔	2555
ling	𥵝	2555
ling	𥺙	2555
ling	𥾂	2555
ling	𦉢	2555
ling	𦊓	2555
ling	𦐽	2555
ling	𦫃	2555
ling	𦫊	2555
ling	𧆺	2555
ling	𧕅	2555
ling	𧖜	2555
ling	𧟙	2555
ling	𧨈	2555
ling	𧰻	2555
ling	𧱢	2555
ling	𧲙	2555
ling	𧾇	2555
ling	𧾮	2555
ling	𨞎	2555
ling	𨠎	2555
ling	𨱋	2555
ling	𨽲	2555
ling	𩂙	2555
ling	𩃞	2555
ling	𩄊	2555
ling	𩆒	2555
ling	𩆚	2555
ling	𩆮	2555
ling	𩆻	2555
ling	𩆼	2555
ling	𩇄	2555
ling	𩇎	2555
ling	𩊂	2555
ling	𩑊	2555
ling	𩖊	2555
ling	𩖵	2555
ling	𩚹	2555
ling	𩜁	2555
ling	𩟃	2555
ling	𩪥	2555
ling	𩬔	2555
ling	𩲩	2555
ling	𩵀	2555
ling	𪅋	2555
ling	𪋳	2555
ling	𪋾	2555
ling	𪌏	2555
ling	𪕌	2555
ling	𪛈	2555
ling	𫐉	2555
lingchisuigua	凌遲碎剮	2555
lingchubixing	令出必行	2555
lingchun	靈樁	2555
lingchuweixing	令出惟行	2555
lingdi	領地	2555
lingding	玲玎	2555
lingduo	領掇	2555
lingfeng	泠風	2555
lingji	凌藉	2555
lingjiao	菱角	2555
lingjiaomozuojitou	菱角磨作雞頭	2555
lingjie	令姊	2555
lingju	㥄遽	2555
linglie	泠冽	2555
lingliguaijue	伶俐乖覺	2555
lingling	泠泠	2555
lingmo	領抹	2555
lingpixijing	另闢蹊徑	2555
lingran	泠然	2555
lingruqiuqi	領如蝤蠐	2555
lingshuilv	零稅率	2555
lingtiao	陵苕	2555
lingtoufan	靈頭幡	2555
lingtuweigan	陵土未乾	2555
lingxingjinzhi	令行禁止	2555
lingxingruliushui	令行如流水	2555
lingyangguajiao	羚羊掛角	2555
lingye	靈液	2555
lingying	靈景	2555
lingyu	囹圄	2555
lingyue	聆樂	2555
lingzhanglei	靈長類	2555
lingzhangmu	靈長目	2555
linhe	林壑	2555
linhuo	林壑	2555
liniu	氂牛	2555
liniu	犛牛	2555
linjiangzhezhu	臨江折軸	2555
linjiao	鄰角	2555
linjiao	麟角	2555
linjiaofengju	麟角鳳距	2555
linjiaofengmao	麟角鳳毛	2555
linjiaofengzui	麟角鳳觜	2555
linjiaxingtan	鱗鋏星鐔	2555
linjie	躪藉	2555
linjin	賃金	2555
linjuemin	林覺民	2555
linkoutaidi	林口臺地	2555
linlangmanmu	琳瑯滿目	2555
linlezhi	林樂知	2555
linli	惏悷	2555
linli	惏慄	2555
linliao	臨了	2555
linmiao	林杪	2555
linnanbushe	臨難不懾	2555
linnanbuzhe	臨難不懾	2555
linnanwushe	臨難無懾	2555
linnanwuzhe	臨難無懾	2555
linpin	遴聘	2555
linshenlvbo	臨深履薄	2555
linshi	綝纚	2555
linshiangcang	瞵視昂藏	2555
linshu	鄰熟	2555
linweizixing	臨危自省	2555
linwu	賃屋	2555
linxing	臨行	2555
linyuanlvbo	臨淵履薄	2555
linzhang	鄰長	2555
lipan	力拚	2555
lipi	離披	2555
lipin	禮聘	2555
liqi	戾氣	2555
liqing	釐清	2555
liqingrenyizhong	禮輕人意重	2555
liqingyizhong	禮輕意重	2555
lirenxing	麗人行	2555
lirunlv	利潤率	2555
lirunzengzhang	利潤增長	2555
lise	理塞	2555
lisheng	力盛	2555
lisheng	狸狌	2555
lishenxingdao	立身行道	2555
lishenxingji	立身行己	2555
lishichongyan	歷史重演	2555
lishizhang	理事長	2555
liti	離逖	2555
litian	戾天	2555
litiditu	立體地圖	2555
liu	㐬	2555
liu	㙀	2555
liu	㧕	2555
liu	㶯	2555
liu	㽌	2555
liu	㽞	2555
liu	䄂	2555
liu	䉧	2555
liu	䗜	2555
liu	䚧	2555
liu	䝀	2555
liu	䬟	2555
liu	䰘	2555
liu	䱖	2555
liu	䱞	2555
liu	䶉	2555
liu	坴	2555
liu	巰	2555
liu	摎	2555
liu	旈	2555
liu	桞	2555
liu	桺	2555
liu	橀	2555
liu	橊	2555
liu	橮	2555
liu	沠	2555
liu	熮	2555
liu	瑬	2555
liu	畱	2555
liu	疁	2555
liu	癅	2555
liu	磂	2555
liu	窌	2555
liu	綂	2555
liu	羀	2555
liu	翏	2555
liu	蒥	2555
liu	鐂	2555
liu	镠	2555
liu	飅	2555
liu	飗	2555
liu	飹	2555
liu	駠	2555
liu	駵	2555
liu	驑	2555
liu	鬸	2555
liu	鷎	2555
liu	鹠	2555
liu	𠗽	2555
liu	𠛓	2555
liu	𠪐	2555
liu	𠺕	2555
liu	𡻪	2555
liu	𢏭	2555
liu	𢔲	2555
liu	𢞭	2555
liu	𢣠	2555
liu	𢤐	2555
liu	𢷶	2555
liu	𣞗	2555
liu	𣟑	2555
liu	𣠚	2555
liu	𣱳	2555
liu	𣲖	2555
liu	𤥗	2555
liu	𤮷	2555
liu	𥀓	2555
liu	𥆦	2555
liu	𥌐	2555
liu	𥛅	2555
liu	𥠷	2555
liu	𥥹	2555
liu	𥧕	2555
liu	𥨌	2555
liu	𥰣	2555
liu	𥶅	2555
liu	𥹷	2555
liu	𦀠	2555
liu	𦃓	2555
liu	𦉉	2555
liu	𦊑	2555
liu	𦊗	2555
liu	𦊿	2555
liu	𦌁	2555
liu	𦑾	2555
liu	𧏓	2555
liu	𧮗	2555
liu	𨋖	2555
liu	𨍸	2555
liu	𨢇	2555
liu	𨦰	2555
liu	𨪕	2555
liu	𨶪	2555
liu	𨻧	2555
liu	𩆎	2555
liu	𩖴	2555
liu	𩗩	2555
liu	𩙄	2555
liu	𩢞	2555
liu	𪃂	2555
liu	𪆱	2555
liu	𪇯	2555
liu	𪎣	2555
liuchao	六朝	2555
liuchaojinfen	六朝金粉	2555
liuchaoxiejing	六朝寫經	2555
liuchaozhifen	六朝脂粉	2555
liuchu	六畜	2555
liuchubuan	六畜不安	2555
liuda	蹓躂	2555
liudan	榴彈	2555
liudan	流彈	2555
liudanpao	榴彈炮	2555
liudaozhi	柳盜跖	2555
liudongbilv	流動比率	2555
liuhe	六翮	2555
liujianbang	溜肩膀	2555
liujiang	溜韁	2555
liujiao	溜湫	2555
liujiaoxing	六角形	2555
liuliuran	飀飀然	2555
liumaitiaohe	六脈調和	2555
liumangruanjian	流氓軟件	2555
liuqi	流憩	2555
liushidiao	六十調	2555
liushizhuan	柳氏傳	2555
liushuibuzi	流水簿子	2555
liushuixingyun	流水行雲	2555
liusu	留宿	2555
liusuanyanjian	硫酸菸鹼	2555
liutao	六韜	2555
liutaosanlve	六韜三略	2555
liutongsipi	六通四辟	2555
liuxian	流涎	2555
liuxiandan	榴霰彈	2555
liuxianqin	六弦琴	2555
liuxianzheng	流涎症	2555
liuxie	流血	2555
liuxiechengchuan	流血成川	2555
liuxiechenghe	流血成河	2555
liuxiechengqu	流血成渠	2555
liuxiefushi	流血浮尸	2555
liuxieliuhan	流血流汗	2555
liuxiepiaochu	流血漂杵	2555
liuxiepiaolu	流血漂鹵	2555
liuxieqianli	流血千里	2555
liuxingbing	流行病	2555
liuxingbingxue	流行病學	2555
liuxingkanzhi	流行坎止	2555
liuxingqushi	流行趨勢	2555
liuxingse	流行色	2555
liuxingxingganmao	流行性感冒	2555
liuxingxue	流行學	2555
liuxingyinyue	流行音樂	2555
liuxingyu	流行語	2555
liuxingzheng	流行症	2555
liuxiu	柳宿	2555
liuxuechengchuan	流血成川	2555
liuxuechenghe	流血成河	2555
liuxuechengqu	流血成渠	2555
liuxuefushi	流血浮尸	2555
liuxueliuhan	流血流汗	2555
liuxuepiaochu	流血漂杵	2555
liuxuepiaolu	流血漂鹵	2555
liuxueqianli	流血千里	2555
liuyanbu	留言簿	2555
liuyao	六爻	2555
liuyizhuan	柳毅傳	2555
liuyouyudi	留有餘地	2555
liuyudi	留餘地	2555
liuyue	六樂	2555
liuzhangqing	劉長卿	2555
liuzhi	流徵	2555
liwazhuan	李娃傳	2555
liweirenzhong	力微任重	2555
liwo	梨渦	2555
lixiangbeijing	離鄉避井	2555
lixiao	離校	2555
lixiawuxi	李下無蹊	2555
lixinbeng	離心泵	2555
lixing	力行	2555
lixing	勵行	2555
lixing	厲行	2555
lixinggongshi	例行公事	2555
lixinghuo	禮行貨	2555
lixingjieyue	厲行節約	2555
lixingzhexue	力行哲學	2555
lixinlv	離心率	2555
lixueduxing	力學篤行	2555
lixuezhichou	瀝血之仇	2555
liye	瀝液	2555
liyiji	酈食其	2555
liying	氂纓	2555
liyuanhang	梨園行	2555
liyububaizhidi	立於不敗之地	2555
liyue	禮樂	2555
liyuebenghuai	禮樂崩壞	2555
liyueweigou	禮樂爲鉤	2555
lizao	躒躁	2555
lizha	立扎	2555
lizhang	里長	2555
lizhe	離轍	2555
lizheng	釐整	2555
lizheng	釐正	2555
lizhi	戾止	2555
lizhou	立軸	2555
lizhuizhidi	立錐之地	2555
lizi	糲粢	2555
lizudi	立足地	2555
lizuzhidi	立足之地	2555
lo	囖	2555
long	㑝	2555
long	㙙	2555
long	㚅	2555
long	㛞	2555
long	㝫	2555
long	㟖	2555
long	㡣	2555
long	㢅	2555
long	㦕	2555
long	㰍	2555
long	㳥	2555
long	㴳	2555
long	䃧	2555
long	䆍	2555
long	䏊	2555
long	䙪	2555
long	䡁	2555
long	䥢	2555
long	䪊	2555
long	䰱	2555
long	壠	2555
long	屸	2555
long	巄	2555
long	挊	2555
long	挵	2555
long	昽	2555
long	湰	2555
long	滝	2555
long	漋	2555
long	爖	2555
long	眬	2555
long	硦	2555
long	礲	2555
long	竉	2555
long	衖	2555
long	贚	2555
long	驡	2555
long	龒	2555
long	龓	2555
long	𠮽	2555
long	𠱚	2555
long	𠾐	2555
long	𡃡	2555
long	𡬍	2555
long	𡱯	2555
long	𢙱	2555
long	𢤱	2555
long	𢤲	2555
long	𢸭	2555
long	𣫣	2555
long	𤵸	2555
long	𤼃	2555
long	𤾭	2555
long	𥦌	2555
long	𥪢	2555
long	𥪻	2555
long	𥬆	2555
long	𥰟	2555
long	𥳌	2555
long	𥸉	2555
long	𦨩	2555
long	𦪽	2555
long	𧍰	2555
long	𧙥	2555
long	𧚂	2555
long	𨇘	2555
long	𨏠	2555
long	𨐇	2555
long	𨛓	2555
long	𨺚	2555
long	𩂽	2555
long	𩄺	2555
long	𩙘	2555
long	𩙠	2555
long	𩟭	2555
long	𩧪	2555
long	𪐖	2555
long	𪔕	2555
long	𪔳	2555
long	𪔷	2555
long	𪚑	2555
long	𪚓	2555
long	𪚘	2555
long	𪚝	2555
long	𪚠	2555
longbo	龍柏	2555
longchuan	瀧船	2555
longduanhangye	壟斷行業	2555
longenshengde	隆恩盛德	2555
longfu	瀧夫	2555
longgua	籠括	2555
longhegudi	隆河谷地	2555
longhubang	龍虎榜	2555
longkuo	籠括	2555
longlong	瀧瀧	2555
longlu	瀧漉	2555
longmenbaochuang	龍門刨牀	2555
longniaojianyuan	籠鳥檻猿	2555
longsheng	隆盛	2555
longshuo	龍勺	2555
longtao	龍韜	2555
longtaohulve	龍韜虎略	2555
longtenghuyue	龍騰虎躍	2555
longti	籠屜	2555
longtong	儱侗	2555
longtong	籠侗	2555
longwuyunerbuxing	龍無雲而不行	2555
longxian	龍涎	2555
longxianxiang	龍涎香	2555
longxinghubu	龍行虎步	2555
longxixing	隴西行	2555
longyangan	龍眼乾	2555
longyaxuexiao	聾啞學校	2555
longyuefengming	龍躍鳳鳴	2555
longyuetianqu	龍躍天衢	2555
longzang	龍藏	2555
longzangsibei	龍藏寺碑	2555
longzhao	龍爪	2555
longzhaohuai	龍爪槐	2555
longzhaoshu	龍爪書	2555
longzhongjuxing	隆重舉行	2555
longzhongliaodao	龍鍾潦倒	2555
longzhua	龍爪	2555
longzhuahuai	龍爪槐	2555
longzhuashu	龍爪書	2555
longzong	巃嵷	2555
lou	㔷	2555
lou	㟺	2555
lou	㡞	2555
lou	㥪	2555
lou	㪹	2555
lou	㲎	2555
lou	㺏	2555
lou	䁖	2555
lou	䄛	2555
lou	䅹	2555
lou	䝏	2555
lou	䣚	2555
lou	䫫	2555
lou	䮫	2555
lou	䱾	2555
lou	剅	2555
lou	寠	2555
lou	屚	2555
lou	慺	2555
lou	溇	2555
lou	漊	2555
lou	甊	2555
lou	瘻	2555
lou	簍	2555
lou	蔞	2555
lou	謱	2555
lou	貗	2555
lou	軁	2555
lou	遱	2555
lou	镂	2555
lou	鷜	2555
lou	𠖛	2555
lou	𠗩	2555
lou	𠞭	2555
lou	𠳴	2555
lou	𡀔	2555
lou	𡇭	2555
lou	𡗆	2555
lou	𡡎	2555
lou	𡪅	2555
lou	𡰌	2555
lou	𢈢	2555
lou	𣤋	2555
lou	𣫻	2555
lou	𤋏	2555
lou	𤠋	2555
lou	𤬏	2555
lou	𥕍	2555
lou	𦌁	2555
lou	𦎹	2555
lou	𦭯	2555
lou	𦸢	2555
lou	𧁾	2555
lou	𧢃	2555
lou	𧫞	2555
lou	𧯨	2555
lou	𧰃	2555
lou	𧷡	2555
lou	𨄋	2555
lou	𨝢	2555
lou	𨦖	2555
lou	𨫒	2555
lou	𨱐	2555
lou	𨻻	2555
lou	𩏝	2555
lou	𩨇	2555
lou	𪍣	2555
loubai	露白	2555
louban	鏤版	2555
loubang	鏤榜	2555
loubing	鏤冰	2555
loubingdiaoxiu	鏤冰雕朽	2555
loucaichiwen	鏤彩摛文	2555
louche	樓車	2555
louchenchuiying	鏤塵吹影	2555
louchulehuliweiba	露出了狐狸尾巴	2555
louchumajiao	露出馬腳	2555
louchupozhan	露出破綻	2555
loudi	露底	2555
loudianbaohujiedijichazuo	漏電保護接地極插座	2555
loudongpai	婁東派	2555
loufei	婁妃	2555
loufeng	露風	2555
loufengmang	露鋒芒	2555
loufengsheng	露風聲	2555
loufu	露富	2555
loufuchongji	漏脯充饑	2555
lougumingji	鏤骨銘肌	2555
lougumingxin	鏤骨銘心	2555
louhua	鏤花	2555
loujiang	婁江	2555
loujincuocai	鏤金錯采	2555
louju	樓車	2555
louke	鏤刻	2555
loukong	鏤空	2555
loukong	露空	2555
loukoufeng	露口風	2555
loulian	露臉	2555
loulou	慺慺	2555
loulu	漏露	2555
louluo	僂儸	2555
louluo	婁羅	2555
loumajiao	露馬腳	2555
loumianpaotou	露面拋頭	2555
louqie	露怯	2555
louque	露怯	2555
louren	僂人	2555
loushan	婁山	2555
loushao	漏勺	2555
loushen	鏤身	2555
loushide	婁師德	2555
loutoujiao	露頭角	2555
loutoujue	露頭角	2555
louxian	露餡	2555
louxiang	露相	2555
louxie	漏泄	2555
louxiechunguang	漏泄春光	2555
louxietianji	漏泄天機	2555
louxing	僂行	2555
louxing	露形	2555
louxinkegu	鏤心刻骨	2555
louyan	露眼	2555
louyanbucangsi	漏眼不藏絲	2555
louyibizi	露一鼻子	2555
louyishang	摟衣裳	2555
louyishou	露一手	2555
louyuanxing	露原形	2555
louyuecaiyun	鏤月裁雲	2555
louzhi	僂指	2555
louzi	婁子	2555
lu	㓐	2555
lu	㔪	2555
lu	㖨	2555
lu	㛬	2555
lu	㜙	2555
lu	㟤	2555
lu	㢚	2555
lu	㢳	2555
lu	㦇	2555
lu	㪐	2555
lu	㪖	2555
lu	㪭	2555
lu	㫽	2555
lu	㭔	2555
lu	㯝	2555
lu	㯟	2555
lu	㯭	2555
lu	㱺	2555
lu	㼾	2555
lu	㿖	2555
lu	䃙	2555
lu	䌒	2555
lu	䍡	2555
lu	䎑	2555
lu	䎼	2555
lu	䐂	2555
lu	䘵	2555
lu	䚄	2555
lu	䟿	2555
lu	䡎	2555
lu	䡜	2555
lu	䥨	2555
lu	䩮	2555
lu	䮉	2555
lu	䰕	2555
lu	䱚	2555
lu	䲐	2555
lu	䴪	2555
lu	侓	2555
lu	剹	2555
lu	勎	2555
lu	圥	2555
lu	垏	2555
lu	塷	2555
lu	娽	2555
lu	峍	2555
lu	攎	2555
lu	椂	2555
lu	樐	2555
lu	樚	2555
lu	櫨	2555
lu	氯	2555
lu	澛	2555
lu	瀂	2555
lu	獹	2555
lu	瓐	2555
lu	皶	2555
lu	矑	2555
lu	硵	2555
lu	磟	2555
lu	箓	2555
lu	簵	2555
lu	簶	2555
lu	粶	2555
lu	緑	2555
lu	膔	2555
lu	蓼	2555
lu	虂	2555
lu	觮	2555
lu	趢	2555
lu	輅	2555
lu	録	2555
lu	鏴	2555
lu	鑥	2555
lu	騼	2555
lu	髗	2555
lu	鴼	2555
lu	鵦	2555
lu	黸	2555
lu	龣	2555
lu	𠀽	2555
lu	𠿛	2555
lu	𡀔	2555
lu	𡉴	2555
lu	𡳴	2555
lu	𡴆	2555
lu	𡷏	2555
lu	𢂤	2555
lu	𢊩	2555
lu	𢋡	2555
lu	𢟧	2555
lu	𢫫	2555
lu	𢯅	2555
lu	𢲸	2555
lu	𢻵	2555
lu	𢾬	2555
lu	𣆐	2555
lu	𣞓	2555
lu	𣥐	2555
lu	𣩏	2555
lu	𣱀	2555
lu	𣼟	2555
lu	𤝮	2555
lu	𤟘	2555
lu	𤢊	2555
lu	𤣃	2555
lu	𤨍	2555
lu	𤬛	2555
lu	𤮧	2555
lu	𤺼	2555
lu	𤻱	2555
lu	𤽺	2555
lu	𤿴	2555
lu	𥀔	2555
lu	𥀵	2555
lu	𥈛	2555
lu	𥉶	2555
lu	𥒨	2555
lu	𥚊	2555
lu	𥛞	2555
lu	𥛪	2555
lu	𥣤	2555
lu	𥫰	2555
lu	𥲎	2555
lu	𥶇	2555
lu	𦋔	2555
lu	𦌕	2555
lu	𦌟	2555
lu	𦗓	2555
lu	𦪇	2555
lu	𦸐	2555
lu	𦼋	2555
lu	𦽂	2555
lu	𦽎	2555
lu	𦾞	2555
lu	𦾷	2555
lu	𦿊	2555
lu	𦿖	2555
lu	𧀦	2555
lu	𧆣	2555
lu	𧇄	2555
lu	𧌉	2555
lu	𧌍	2555
lu	𧐳	2555
lu	𧨹	2555
lu	𧫓	2555
lu	𧽥	2555
lu	𨁸	2555
lu	𨇖	2555
lu	𨌠	2555
lu	𨏔	2555
lu	𨽐	2555
